Library	Quality	Initial_reads_aligned	Postfiltering_reads_aligned	Duplication_rate	Naive_coverage	Background	Reads_per_Mb	Percent_WC	Mode_GC	Mode_insert_size	Sequencing_for_0.05x_cov	Mitochondria_coverage	rDNA_coverage_5s	Average_telomere_length_kB
recq5-2-single-c2-w37-3d6_S44_	p	101206	91566	8.60%	0.20%	0.00%	13	100.00%	50.00%	153	NA	0.00%	0.40%	0
recq5-2-single-c2-w39-3d6_S45_	p	44244	39700	6.80%	0.10%	8.20%	5	8.30%	49.00%	150	>=2	0.00%	0.10%	0
recq5-2-single-c2-w47-3d6_S49_	p	51096	45822	6.60%	0.10%	0.00%	5	100.00%	52.00%	151	>=2	0.00%	0.10%	0
recq5-2-single-c2-w49-3d6_S50_	p	45715	41290	7.10%	0.10%	18.00%	5	37.00%	49.00%	150	>=2	0.00%	0.00%	0
recq5-2-single-c2-w5-3d6_S28_	p	49139	44508	6.40%	0.10%	34.60%	6	33.30%	48.00%	153	>=2	0.00%	0.20%	0
recq5-2-single-c2-w7-3d6_S29_	p	378454	346150	8.40%	0.80%	19.80%	46	31.00%	47.00%	151	0.34	0.00%	0.70%	0.190126
recq5-2-single-c2-w9-3d6_S30_	p	106799	96722	6.10%	0.20%	7.30%	14	15.20%	48.00%	156	NA	0.00%	0.30%	0
recq5-2-single-c6-w10-3d6_S159_	p	282733	255168	9.70%	0.60%	25.10%	31	46.20%	49.00%	153	0.68	0.00%	0.70%	0
recq5-2-single-c6-w11-3d6_S160_	p	170420	153062	12.30%	0.30%	19.30%	19	20.00%	48.00%	157	NA	0.00%	0.60%	0
recq5-2-single-c6-w12-3d6_S161_	g	327686	294958	9.70%	0.60%	2.70%	44	10.80%	47.00%	153	0.47	0.00%	0.60%	0
recq5-2-single-c6-w13-3d6_S162_	p	345971	311992	10.80%	0.70%	18.30%	39	27.80%	49.00%	153	0.57	0.00%	0.70%	0
recq5-2-single-c6-w1-3d6_S150_	p	49457	43892	7.60%	0.10%	3.30%	6	0.00%	47.00%	152	NA	0.00%	0.10%	0
recq5-2-single-c6-w14-3d6_S163_	p	150951	135788	13.90%	0.30%	8.90%	17	10.30%	49.00%	155	>=2	0.00%	0.50%	0
recq5-2-single-c6-w15-3d6_S164_	p	254869	227416	10.80%	0.50%	0.00%	30	95.80%	49.00%	151	NA	0.00%	1.10%	0
recq5-2-single-c6-w16-3d6_S165_	p	83474	74998	9.50%	0.20%	24.40%	10	13.80%	50.00%	154	>=2	0.00%	0.10%	0
recq5-2-single-c6-w17-3d6_S166_	p	96927	87190	7.20%	0.20%	19.50%	11	23.30%	49.00%	152	>=2	0.00%	0.10%	0
recq5-2-single-c6-w18-3d6_S167_	p	144687	130346	11.20%	0.30%	21.90%	15	32.30%	49.00%	151	>=2	0.00%	0.40%	0.505173
recq5-2-single-c6-w19-3d6_S168_	p	345686	310562	11.40%	0.70%	3.40%	44	16.70%	45.00%	154	0.56	0.00%	0.70%	0
recq5-2-single-c6-w21-3d6_S170_	p	409541	373302	10.30%	0.80%	24.00%	49	33.30%	45.00%	150	0.39	0.00%	1.10%	0
recq5-2-single-c6-w22-3d6_S171_	p	22734	20176	9.60%	0.00%	9.40%	3	8.30%	50.00%	153	>=2	0.00%	0.00%	0
recq5-2-single-c6-w23-3d6_S172_	p	150107	135628	9.10%	0.30%	5.70%	18	17.20%	46.00%	150	NA	0.00%	0.60%	0
recq5-2-single-c6-w2-3d6_S151_	p	119940	108792	10.90%	0.20%	27.00%	13	39.40%	49.00%	158	NA	0.00%	0.40%	0
recq5-2-single-c6-w24-3d6_S173_	p	456280	410024	11.30%	0.90%	0.00%	58	100.00%	47.00%	153	0.39	0.00%	0.60%	0
recq5-2-single-c6-w26-3d6_S175_	p	168187	151572	12.40%	0.30%	34.50%	19	25.80%	49.00%	155	>=2	0.00%	0.20%	0
recq5-2-single-c6-w27-3d6_S176_	d	126922	113874	7.80%	0.30%	1.80%	17	12.90%	46.00%	153	NA	0.00%	0.30%	0
recq5-2-single-c6-w28-3d6_S177_	p	61524	54290	9.20%	0.10%	2.50%	8	7.70%	47.00%	154	NA	0.00%	0.20%	0
recq5-2-single-c6-w29-3d6_S178_	p	56568	50050	8.60%	0.10%	4.20%	7	8.30%	48.00%	151	>=2	0.00%	0.30%	0
recq5-2-single-c6-w30-3d6_S179_	p	3251	1602	11.70%	0.00%	0.00%	0	47.80%	40.00%	59	>=2	0.00%	0.00%	0
recq5-2-single-c6-w31-3d6_S180_	p	175735	157540	12.80%	0.30%	26.40%	19	27.30%	48.00%	152	NA	0.00%	0.30%	0
recq5-2-single-c6-w32-3d6_S181_	p	235979	213352	10.00%	0.50%	12.40%	28	26.80%	49.00%	152	NA	0.00%	0.30%	0
recq5-2-single-c6-w33-3d6_S182_	p	282196	256220	9.80%	0.60%	10.60%	35	25.00%	46.00%	151	0.8	0.00%	0.40%	0.516294
recq5-2-single-c6-w35-3d6_S184_	p	49607	44394	11.30%	0.10%	5.40%	6	8.00%	50.00%	170	>=2	0.00%	0.10%	0
recq5-2-single-c6-w36-3d6_S185_	p	393807	357576	10.30%	0.80%	6.40%	51	17.10%	42.00%	155	0.39	0.00%	0.60%	0
recq5-2-single-c6-w37-3d6_S186_	p	342811	309818	10.20%	0.70%	9.70%	42	36.00%	46.00%	158	0.47	0.00%	1.20%	0
recq5-2-single-c6-w40-3d6_S189_	p	114203	101864	10.80%	0.20%	27.20%	12	22.60%	50.00%	152	>=2	0.00%	0.10%	0
recq5-2-single-c6-w41-3d6_S190_	p	47376	41734	8.40%	0.10%	3.50%	6	14.30%	49.00%	153	>=2	0.00%	0.00%	0
recq5-2-single-c6-w42-3d6_S191_	p	92864	83688	13.00%	0.20%	40.50%	10	34.40%	51.00%	156	>=2	0.00%	0.20%	0
recq5-2-single-c6-w43-3d6_S192_	p	334468	304546	9.70%	0.70%	30.90%	40	34.30%	45.00%	153	NA	0.00%	0.50%	0
recq5-2-single-c6-w4-3d6_S153_	p	70253	62852	10.70%	0.10%	35.70%	8	51.60%	50.00%	153	NA	0.00%	0.20%	0
recq5-2-single-c6-w44-3d6_S193_	p	184638	168212	10.40%	0.40%	15.30%	21	23.30%	48.00%	152	NA	0.00%	0.30%	0
recq5-2-single-c6-w45-3d6_S194_	p	116418	104492	9.20%	0.20%	2.40%	15	11.10%	47.00%	153	NA	0.00%	0.20%	0
recq5-2-single-c6-w46-3d6_S195_	p	117100	105756	11.30%	0.20%	41.70%	13	45.50%	50.00%	156	NA	0.00%	0.20%	0
recq5-2-single-c6-w47-3d6_S196_	p	50929	45410	8.90%	0.10%	5.90%	6	0.00%	48.00%	154	NA	0.00%	0.20%	0
recq5-2-single-c6-w48-3d6_S197_	p	52965	46870	9.60%	0.10%	4.10%	7	15.40%	48.00%	152	>=2	0.00%	0.10%	0
recq5-2-single-c6-w49-3d6_S198_	p	116330	105962	11.70%	0.20%	34.40%	13	40.60%	50.00%	155	NA	0.00%	0.40%	0
recq5-2-single-c6-w5-3d6_S154_	p	99816	90274	9.60%	0.20%	1.90%	13	10.70%	47.00%	153	>=2	0.00%	0.20%	0
recq5-2-single-c6-w6-3d6_S155_	g	180511	162088	11.00%	0.30%	2.70%	23	12.50%	48.00%	154	NA	0.00%	0.10%	0
recq5-2-single-c6-w7-3d6_S156_	p	81832	73222	11.60%	0.20%	14.60%	9	7.10%	48.00%	153	>=2	0.00%	0.10%	0
recq5-2-single-c6-w8-3d6_S157_	p	10907	9536	10.50%	0.00%	7.80%	1	0.00%	46.00%	168	>=2	0.00%	0.00%	0
recq5-2-single-c6-w9-3d6_S158_	p	216630	195268	10.20%	0.40%	9.60%	27	17.90%	47.00%	154	>=2	0.00%	0.40%	0
wt-fucci-single-c13-w11-3d6_S498_	p	4576	4154	2.30%	0.00%	0.00%	0	8.70%	47.00%	148	NA	0.00%	0.00%	0
wt-fucci-single-c13-w13-3d6_S499_	p	105183	95868	5.90%	0.20%	17.80%	14	19.40%	43.00%	153	>=2	0.00%	0.20%	0
